a_speaker,b_speaker,n_features,n_pairs,n_triggers_total,mean_conv,mean_conv_w,a_gender,a_category,b_gender,b_category
Henry Crawford,Maria Bertram,9,9,67,0.01640211640211641,0.013266998341625216,M,major,F,intermediate
Henry Crawford,Mary Crawford,9,21,156,0.016345875582201685,0.01709401709401709,M,major,F,major
Henry Crawford,Mrs. Grant,9,6,36,-0.009259259259259273,-0.013888888888888902,M,major,F,intermediate
Henry Crawford,Tom Bertram,9,5,38,0.10185185185185185,0.07894736842105263,M,major,M,intermediate
Julia Bertram,Edmund,8,3,20,0.020833333333333343,0.016666666666666673,F,intermediate,M,major
Julia Bertram,Fanny Price,9,4,35,0.009259259259259257,0.007142857142857141,F,intermediate,F,major
Julia Bertram,Henry Crawford,5,2,10,0.0,0.0,F,intermediate,M,major
Julia Bertram,Maria Bertram,9,4,34,0.009259259259259257,0.007352941176470588,F,intermediate,F,intermediate
Julia Bertram,Tom Bertram,9,2,18,0.0,0.0,F,intermediate,M,intermediate
Lady Bertram,Edmund,9,11,69,0.036700336700336705,0.025032938076416347,F,intermediate,M,major
Lady Bertram,Fanny Price,9,8,56,0.05277777777777777,0.03794642857142856,F,intermediate,F,major
Lady Bertram,Henry Crawford,9,4,35,-0.009259259259259264,-0.007142857142857146,F,intermediate,M,major
Lady Bertram,Mrs. Norris,9,16,92,-0.0005155338488671804,-0.012907608695652172,F,intermediate,F,intermediate
Lady Bertram,Sir Thomas,9,9,55,0.01499118165784832,0.008080808080808072,F,intermediate,M,intermediate
Lady Bertram,Tom Bertram,2,2,4,0.0,0.0,F,intermediate,M,intermediate
Maria Bertram,Edmund,9,7,58,0.006878306878306872,0.0049261083743842304,F,intermediate,M,major
Maria Bertram,Fanny Price,8,2,16,0.0,0.0,F,intermediate,F,major
Maria Bertram,Henry Crawford,9,9,60,0.05141093474426808,0.03703703703703704,F,intermediate,M,major
Maria Bertram,Mrs. Norris,8,4,27,0.0,0.0,F,intermediate,F,intermediate
Mary Crawford,Edmund,9,50,388,0.01067385736733522,0.010154639175257702,F,major,M,major
Mary Crawford,Fanny Price,9,27,223,-0.007059671407497482,-0.006311243979405401,F,major,F,major
Mary Crawford,Henry Crawford,9,24,176,-0.0004731683333558914,-0.0016571969696969765,F,major,M,major
Mary Crawford,Mrs. Grant,9,14,98,0.014897756564423234,0.014577259475218662,F,major,F,intermediate
Mary Crawford,Tom Bertram,9,5,43,-0.01666666666666667,-0.013953488372093025,F,major,M,intermediate
Mr. Price,Fanny Price,5,3,12,0.06666666666666668,0.05555555555555556,M,minor,F,major
Mr. Rushworth,Edmund,9,2,18,0.0,0.0,M,intermediate,M,major
Mr. Rushworth,Fanny Price,9,5,36,0.04999999999999999,0.04444444444444443,M,intermediate,F,major
Mr. Rushworth,Maria Bertram,7,2,14,0.0,0.0,M,intermediate,F,intermediate
Mr. Rushworth,Mary Crawford,5,2,10,0.0,0.0,M,intermediate,F,major
Mr. Rushworth,Mrs. Norris,8,2,16,0.0,0.0,M,intermediate,F,intermediate
Mr. Yates,Tom Bertram,9,3,23,0.12962962962962965,0.10144927536231885,M,minor,M,intermediate
Mrs. Grant,Henry Crawford,8,7,43,0.0630952380952381,0.03986710963455149,F,intermediate,M,major
Mrs. Grant,Mary Crawford,9,15,103,0.021981721981721977,0.018122977346278313,F,intermediate,F,major
Mrs. Grant,Mr. Rushworth,7,2,14,0.0,0.0,F,intermediate,M,intermediate
Mrs. Norris,Dr. Grant,7,2,14,0.0,0.0,F,intermediate,M,minor
Mrs. Norris,Edmund,9,4,33,-0.018518518518518528,-0.015151515151515155,F,intermediate,M,major
Mrs. Norris,Fanny Price,9,2,18,0.0,0.0,F,intermediate,F,major
Mrs. Norris,Lady Bertram,9,17,132,0.03611810302986774,0.03342245989304813,F,intermediate,F,intermediate
Mrs. Norris,Maria Bertram,9,4,34,0.027777777777777773,0.02205882352941176,F,intermediate,F,intermediate
Mrs. Norris,Mrs. Rushworth,9,4,24,-0.05555555555555555,-0.041666666666666664,F,intermediate,F,minor
Mrs. Norris,Sir Thomas,9,9,69,0.0011022927689594317,0.0016103059581320425,F,intermediate,M,intermediate
Mrs. Rushworth,Mary Crawford,7,2,14,0.0,0.0,F,minor,F,major
Mrs. Rushworth,Mrs. Norris,9,4,33,0.05555555555555555,0.045454545454545456,F,minor,F,intermediate
Sir Thomas,Edmund,9,2,18,0.0,0.0,M,intermediate,M,major
Sir Thomas,Fanny Price,9,17,112,0.07187853903540178,0.0630252100840336,M,intermediate,F,major
Sir Thomas,Henry Crawford,6,2,12,0.0,0.0,M,intermediate,M,major
Sir Thomas,Lady Bertram,9,9,53,0.07764550264550266,0.052410901467505246,M,intermediate,F,intermediate
Sir Thomas,Mrs. Norris,9,11,84,0.010157126823793501,0.009740259740259752,M,intermediate,F,intermediate
Sir Thomas,Tom Bertram,5,2,10,0.0,0.0,M,intermediate,M,intermediate
Sir Thomas,William Price,7,2,14,0.0,0.0,M,intermediate,M,minor
Tom Bertram,Edmund,9,11,80,-0.028595478595478604,-0.026136363636363645,M,intermediate,M,major
Tom Bertram,Fanny Price,9,4,29,-0.08333333333333334,-0.06034482758620691,M,intermediate,F,major
Tom Bertram,Henry Crawford,9,5,40,0.03518518518518518,0.03,M,intermediate,M,major
Tom Bertram,Julia Bertram,3,2,6,0.0,0.0,M,intermediate,F,intermediate
Tom Bertram,Mary Crawford,9,4,33,0.027777777777777776,0.022727272727272728,M,intermediate,F,major
Tom Bertram,Mr. Rushworth,6,2,12,0.0,0.0,M,intermediate,M,intermediate
Tom Bertram,Mr. Yates,9,4,34,-0.018518518518518528,-0.014705882352941183,M,intermediate,M,minor
William Price,Fanny Price,9,5,34,0.09074074074074073,0.06470588235294117,M,minor,F,major
William Price,Sir Thomas,9,3,25,0.0,0.0,M,minor,M,intermediate
_unknowable,Mrs. Norris,9,3,25,0.018518518518518528,0.01333333333333334,M,minor,F,intermediate
